id,name
0,Andorra
1,United Arab Emirates
2,Afghanistan
3,Antigua and Barbuda
4,Anguilla
5,Albania
6,Armenia
7,Netherlands Antilles
8,Angola
9,Antarctica
10,Argentina
11,American Samoa
12,Austria
13,Australia
14,Aruba
15,Azerbaijan
16,Bosnia and Herzegovina
17,Barbados
18,Bangladesh
19,Belgium
20,Burkina Faso
21,Bulgaria
22,Bahrain
23,Burundi
24,Benin
25,Bermuda
26,Brunei
27,Bolivia
28,Brazil
29,Bahamas
30,Bhutan
31,Bouvet Island
32,Botswana
33,Belarus
34,Belize
35,Canada
36,Cocos [Keeling] Islands
37,Congo [DRC]
38,Central African Republic
39,Congo [Republic]
40,Switzerland
41,Côte d'Ivoire
42,Cook Islands
43,Chile
44,Cameroon
45,China
46,Colombia
47,Costa Rica
48,Cuba
49,Cape Verde
50,Christmas Island
51,Cyprus
52,Czech Republic
53,Germany
54,Djibouti
55,Denmark
56,Dominica
57,Dominican Republic
58,Algeria
59,Ecuador
60,Estonia
61,Egypt
62,Western Sahara
63,Eritrea
64,Spain
65,Ethiopia
66,Finland
67,Fiji
68,Falkland Islands [Islas Malvinas]
69,Micronesia
70,Faroe Islands
71,France
72,Gabon
73,Grenada
74,Georgia
75,French Guiana
76,Guernsey
77,Ghana
78,Gibraltar
79,Greenland
80,Gambia
81,Guinea
82,Guadeloupe
83,Equatorial Guinea
84,Greece
85,South Georgia and the South Sandwich Islands
86,Guatemala
87,Guam
88,Guinea-Bissau
89,Guyana
90,Gaza Strip
91,Hong Kong
92,Heard Island and McDonald Islands
93,Honduras
94,Croatia
95,Haiti
96,Hungary
97,Indonesia
98,Ireland
99,Israel
100,Isle of Man
101,India
102,British Indian Ocean Territory
103,Iraq
104,Iran
105,Iceland
106,Italy
107,Jersey
108,Jamaica
109,Jordan
110,Japan
111,Kenya
112,Kyrgyzstan
113,Cambodia
114,Kiribati
115,Comoros
116,Saint Kitts and Nevis
117,North Korea
118,South Korea
119,Kuwait
120,Cayman Islands
121,Kazakhstan
122,Laos
123,Lebanon
124,Saint Lucia
125,Liechtenstein
126,Sri Lanka
127,Liberia
128,Lesotho
129,Lithuania
130,Luxembourg
131,Latvia
132,Libya
133,Morocco
134,Monaco
135,Moldova
136,Montenegro
137,Madagascar
138,Marshall Islands
139,Macedonia [FYROM]
140,Mali
141,Myanmar [Burma]
142,Mongolia
143,Macau
144,Northern Mariana Islands
145,Martinique
146,Mauritania
147,Montserrat
148,Malta
149,Mauritius
150,Maldives
151,Malawi
152,Mexico
153,Malaysia
154,Mozambique
155,Namibia
156,New Caledonia
157,Niger
158,Norfolk Island
159,Nigeria
160,Nicaragua
161,Netherlands
162,Norway
163,Nepal
164,Nauru
165,Niue
166,New Zealand
167,Oman
168,Panama
169,Peru
170,French Polynesia
171,Papua New Guinea
172,Philippines
173,Pakistan
174,Poland
175,Saint Pierre and Miquelon
176,Pitcairn Islands
177,Puerto Rico
178,Palestinian Territories
179,Portugal
180,Palau
181,Paraguay
182,Qatar
183,Réunion
184,Romania
185,Serbia
186,Russia
187,Rwanda
188,Saudi Arabia
189,Solomon Islands
190,Seychelles
191,Sudan
192,Sweden
193,Singapore
194,Saint Helena
195,Slovenia
196,Svalbard and Jan Mayen
197,Slovakia
198,Sierra Leone
199,San Marino
200,Senegal
201,Somalia
202,Suriname
203,São Tomé and Príncipe
204,El Salvador
205,Syria
206,Swaziland
207,Turks and Caicos Islands
208,Chad
209,French Southern Territories
210,Togo
211,Thailand
212,Tajikistan
213,Tokelau
214,Timor-Leste
215,Turkmenistan
216,Tunisia
217,Tonga
218,Turkey
219,Trinidad and Tobago
220,Tuvalu
221,Taiwan
222,Tanzania
223,Ukraine
224,Uganda
225,United Kingdom
226,U.S. Minor Outlying Islands
227,United States
228,Uruguay
229,Uzbekistan
230,Vatican City
231,Saint Vincent and the Grenadines
232,Venezuela
233,British Virgin Islands
234,U.S. Virgin Islands
235,Vietnam
236,Vanuatu
237,Wallis and Futuna
238,Samoa
239,Kosovo
240,Yemen
241,Mayotte
242,South Africa
243,Zambia
244,Zimbabwe
